symbol	GSM1526572	GSM1526573	GSM1526574	GSM1526575	GSM1526576	GSM1526577	GSM1526578	GSM1526579	GSM1526580	GSM1526581
ABCG8	5.3262349086	4.6542484054	4.5556192133	4.7908943158	4.789981975	4.6192187067	4.6232767551	4.5843898073	5.3415308703	4.8028990501
ABHD1	6.5663378757	5.3476526923	5.322951625	5.4726730005	5.7201096022	5.2701879096	5.123124198	5.0380433022	6.1344778959	5.3537734097
ABHD10	4.5493874569	6.295947783	6.1038557153	5.6865471755	5.155032879	5.7652314337	6.4344250921	5.9698640229	5.1395999727	5.9713655069
ABHD11	7.1147258364	6.7154281771	6.8112051181	6.518561893	6.493278589	6.5906769287	6.9939739362	6.6175561991	6.9474058295	6.6202480338
ABHD12	6.3395790971	6.6145927117	6.7326403683	6.5643895831	6.6280190055	6.66339037	6.570400223	6.7404529449	6.6659092983	6.5597120575
ABHD12B	3.473602111	3.0372293187	2.99351061145	3.157354293	3.2051204625	3.0252010094	3.146900934	3.0986732678	3.088127549	3.1243378963
ABHD13	6.9038782972	7.7040915647	7.6264505986	7.9271096716	7.4304156211	7.7615905667	7.9005133206	8.0641233012	7.8106975977	7.8143434032
ABHD14A	7.4984876999	6.7775613375	6.253443126	6.629589269	7.2902780959	6.7633521984	7.0019289854	6.2613634214	7.3970545598	7.0305710072
ABHD14B	7.3056633681	6.4651363497	6.0665464773	6.3780442738	6.848016156	6.5138031973	6.5386163446	6.3075067098	7.1107704251	6.5738190595
ABHD15	7.1521383863	6.0328692364	6.4301468209	6.247454385	7.1980156641	6.2702369544	6.192300865	6.1594322174	7.0981649911	6.5578958381
ABHD2	8.76759159165	9.0878243419	9.10945062285	9.53657310605	8.8333319451	8.974069728	9.1340968148	9.47652241415	9.7965995693	9.48346776715
ABHD3	6.1719480258	7.200036883	7.5022054444	7.6071339789	6.8073032412	7.3060512569	7.6246963602	7.445511956	7.5353688818	7.6193350656
ABHD4	8.6216840666	7.9623824613	8.3849818693	7.4119846356	6.4624530442	8.3465996299	8.1085310774	7.5647467608	7.6821726445	7.1457781841
ABHD5	8.2208689697	8.9441988207	8.6342085316	8.9072946599	6.2446375517	8.6755388296	9.0054013308	8.9687547774	8.0102241158	8.5036923763
ABHD6	6.2594761465	6.9157104578	6.7218869542	6.6862855431	6.1280591761	6.4368738864	6.7786581101	6.5716622459	6.5213309735	6.7182744393
ABHD8	6.9383032239	6.2053300619	6.1341440393	6.3470081796	6.5829600806	6.2451730587	6.1783715854	6.4146315224	6.9640295982	6.1239073568
ABI1	7.1406791676	8.2798005867	8.7438056569	7.9605281998	7.2461099619	8.1791163171	7.9757262761	8.1569386975	7.1173997843	7.8677126048
ABI2	5.373031082	6.8740060079	7.1666709709	5.6795806609	6.2124439361	6.7418601653	6.4088074157	5.9243755328	5.0647758442	5.9173442398
ABI3	8.8655657492	8.5142441731	9.1263567981	8.7116327456	8.9333930913	8.1398788164	8.7283041779	8.4405322119	9.698084911	9.1783609538
ABI3BP	4.3693404978	3.8345096104	3.7021726248	3.9029922127	3.8813074826	4.0516666093	3.7254916782	3.6944956051	4.0663451479	3.8373321808
ABL1	6.3637921855	6.6166244412	6.6617844273	6.7198514266	6.8693881926	6.8501647128	6.5141574738	6.8268367221	6.8790598115	6.8240199506
ABL2	5.3392076934	5.9453752269	5.7584225682	5.7639310413	5.8530877248	5.7886497109	5.9014199351	5.8980596945	5.5571807723	5.9482089363
ABLIM1	6.2158015507	6.808177402	6.711990152	5.6187379963	8.3632876254	6.9695558581	6.5459050084	5.3617693767	5.6156769645	7.1511451876
ABLIM2	6.8774250102	6.0137464584	5.7277325071	6.0428913805	6.7091993843	5.7343153698	5.6695766907	5.6352238719	6.5431618838	6.039657013
ABLIM3	8.4817916213	8.189192139	8.735685711	6.6945559892	6.2043223553	8.4246310846	7.8717201557	7.2586756598	7.1725864507	6.0766979444
ABO	4.4864220829	4.4940162839	4.9476019523	4.43601732615	4.3308507512	4.8653306731	4.0026245631	4.7934211394	4.5363786305	4.3566695085
ABP1	6.2853019529	5.4199703269	5.3942391048	5.2229470529	5.3579295144	5.2871865238	5.1688751927	5.2408411599	5.729272246	5.349712031
ABR	8.0464585352	8.1108948784	8.0980486883	8.347403902	8.0457795562	8.0863150072	7.9963817154	8.5568738678	8.6132473448	8.2371857256
ABRA	5.7447510694	4.1309571725	5.0153235724	4.9022266757	4.7839685506	5.0511937484	4.4306833014	4.8361044788	5.5415966057	4.6985962892
ABT1	6.0978049379	6.3245607133	6.0692630394	6.003581117	6.2452796532	6.2458847355	6.6527239862	6.2079113739	6.3750311845	5.9521726521
ABTB1	7.6605588173	7.1663542664	7.1049999103	6.8650655047	7.5526625678	6.9911599938	6.9242961712	7.0196302345	7.0080291854	6.9869113961
ABTB2	6.0054593324	5.2795833225	5.3890472586	5.4168990274	5.3350995617	5.4122671557	5.2490699563	5.4257418332	5.5161332734	5.3189512568
ACAA1	7.4756205127	7.1735791427	7.2317474637	7.099096455	7.1696327097	7.2298548769	7.4094518191	7.0125592379	7.3044965635	7.1940584361
ACAA2	4.863597843	6.3198072292	6.0325012146	6.4860929348	5.3927912028	6.3379519089	6.435898469	6.2694468877	5.2715226308	5.6443628986
ACACA	4.7634420166	5.3081341669	5.3693719747	5.2157864771	5.3741376239	5.296160654	5.3638824171	5.5983042622	5.2396167537	5.7213066818
ACACB	5.8426034932	5.4056142116	5.8069285734	5.6056548232	6.316207727	5.8576227599	5.6225689519	5.6081955933	6.1070075228	5.9530202818
ACAD10	6.1797017293	6.3650796368	6.3950096227	6.4387082573	6.4117907218	6.3702894641	6.4903571755	6.657679122	6.6798729322	6.5627041066
ACAD11	4.0392427257	4.9141752693	4.764908277	4.499468338	5.0295264322	4.646882584	5.056620694	4.5851045444	3.9772516736	4.8064764668
ACAD8	6.3247982425	6.7680243178	6.7246813228	6.8619387868	7.0690931594	7.0732597928	7.103721439	6.9117348488	7.1704344238	6.9649026256
ACAD9	6.7091993843	7.8229076019	7.2337634858	7.2965470685	7.6036397167	7.3342542835	7.5028267867	7.2561424843	7.0451806205	7.3757773395
ACADL	3.3129281381	3.0235204512	3.0428682447	3.097960139	3.000389398	3.123318543	2.9551331028	2.9415250388	3.1843409225	2.9342075079
ACADM	5.2871865238	7.0169660292	6.7007007569	6.6581086002	5.7771777026	6.8369153594	7.1704344238	6.5257720284	5.2551543101	6.3528328618
ACADS	6.786043611	5.7286088783	5.5886786804	5.9766345657	6.2318550704	5.8824597907	5.9634711325	5.6689300987	6.5650141567	5.7979823621
ACADSB	3.6799255566	4.5518108798	4.6762863323	4.2429401602	4.4624766334	4.5707012645	4.7962965576	4.3797452266	3.9222338065	4.9535655916
ACADVL	8.2062800503	8.2236507819	8.1731261734	8.5921003128	8.8122412245	8.4898735445	8.4766926089	8.6228930413	8.8295895838	8.5098794861
ACAN	5.4816627507	4.5440983551	4.7210832299	4.8933116217	4.973474473	4.716100111	4.4551834145	4.7037831692	5.2304108625	4.5982118544
ACAP1	7.9523718858	7.4113577107	7.1859826223	7.8604732646	10.2049211854	7.416513476	7.6626403045	8.1428434446	8.1020583163	9.0089121173
ACAP2	6.3256304176	8.5196234589	8.3714713203	8.5774446068	7.2356804802	8.2550323981	8.307830393	8.494149801	6.9125503271	8.2021421009
ACAP3	7.6685802711	6.8837478148	6.850533809	6.9800330424	7.7757682129	6.8555229668	6.6531877529	6.759799178	7.4646386238	6.9330367567
ACAT1	4.4572800942	5.0604045929	5.453140415	5.1166825496	4.4797874732	5.3800490401	5.7842963387	5.4182288307	4.6820678555	5.3712270936
ACAT2	4.4831853217	5.7176614016	4.8354896256	4.9017143483	4.3915326548	5.9343015224	5.7965692967	4.9702288062	4.3723906043	4.8434048274
ACBD3	7.7071210945	7.9958953869	7.8522436542	8.0386041531	7.6600271321	8.071190546	8.203566676	7.7970898996	7.4572050893	7.8636620353
ACBD4	5.8046675793	5.2315607438	5.2946831055	5.2222583575	5.895001563	5.207414642	5.4131013204	5.3962416662	5.6840677154	5.4628179721
ACBD5	5.8273220685	6.6450782247	6.5065023879	6.7926130921	6.1587225868	6.6998068299	7.0383929547	6.8743232695	6.7863915762	6.7048135742
ACBD6	4.7664590124	5.3300679749	4.937026026	5.0012313498	4.8585337619	4.982597673	5.261889031	4.9210583971	4.4913057944	4.9669856199
ACBD7	2.911427641	3.1769838651	3.0343518955	3.0238902014	2.8744718742	2.5009031569	3.499532872	3.1082073548	2.9696925598	3.0852962229
ACCN1	4.7474429113	4.233387206	4.1941765975	4.2495577793	4.2136212065	4.3939321961	4.2049024702	4.1325041164	4.7387172193	4.1677984872
ACCN2	4.920046345	4.3686402269	4.7914381464	4.7151913867	4.8685508936	4.7028106238	4.6059159384	4.4551834145	5.0655192298	4.7539463438
ACCN3	9.0352377637	7.3713057085	7.351697387	7.6157920882	9.4095248215	7.60518515	7.029060421	7.5486143383	8.0233507359	7.5532079427
ACCN4	5.6906116709	4.8898354004	4.841866306	5.0757280142	5.1943149814	4.9052255553	4.9592805748	4.9646286612	5.6399896717	4.9905277502
ACCN5	3.1536290783	3.1962108187	3.0491681485	3.2185527785	3.0650452461	2.8521485352	3.0248621419	3.0690046248	3.1016093087	3.068412904
ACCS	6.8049826872	6.174115115	6.6876991782	6.1469363648	6.6387883847	6.651662044	7.0547520832	7.0824021451	6.6695540846	6.2013831088
ACD	7.5886933136	6.607892387	6.5783122894	6.6876991782	7.0467210505	6.6067392775	6.7308775245	6.5566575979	7.6756085269	6.8555229668
ACE	5.4592528315	4.5339623617	4.8225944615	4.8169066266	4.9091991702	4.6961574274	4.5024391482	4.6534513047	5.2162739615	4.748244385
ACE2	3.3613188862	2.9197611365	2.9995829321	3.0248621419	3.0652705679	2.9764745383	2.9512579097	2.9904760199	3.0600427549	3.0235204512
ACER1	5.5777813806	4.8446017767	4.545819159	5.2096837438	5.6352238719	4.7393590734	4.4940162839	4.693652594	5.6306341961	5.2210026422
ACER2	5.0656989861	4.9751334452	5.1178651844	4.4655350558	4.3985495504	5.1636295255	5.1361334123	4.6899287317	4.6258802038	4.1787140621
ACER3	6.2788422234	7.716098945	7.9730682998	7.5462842029	5.0106764377	7.8610599881	7.8129714368	7.5147338654	6.825086126	7.1807960031
ACHE	5.6588066936	4.957658193	5.1890902831	5.056620694	5.3492893954	4.8921265661	4.9008469298	4.9806511216	5.7327280582	5.0268991734
ACIN1	6.52414783885	7.070711974	7.06613185915	7.21231583745	6.85997845255	7.09116548145	7.2940445034	7.1822291645	7.1390067935	7.18604342455
ACLY	7.170115286	7.8856909355	7.5936014857	8.0632223893	7.3318836785	7.9618634049	8.1611501145	8.0636246804	8.3216278705	8.1458111577
ACMSD	3.5466940059	3.0328556248	2.9708617104	3.2307048416	3.3037140995	3.0801527457	2.96676267	2.8780318564	3.5691399637	3.1374613766
ACN9	5.5038913849	6.9753597818	6.5117124827	6.6688333817	5.7213066818	6.8799542403	7.132931765	6.5377750677	5.9077714215	7.357073669
ACO1	5.2915965333	6.6998068299	6.2467518216	6.8067921761	6.4543796172	6.7003673265	6.5879007446	6.8116338944	6.6097475823	7.00104465
ACO2	8.6662184749	8.5080378183	8.3379033883	8.6221493586	8.4568602873	8.5784864236	8.9039458107	8.4855965917	9.2614338094	8.7046203156
ACOT11	6.2286644014	5.3857743998	5.22588409955	5.46441100975	5.58314797345	5.22965775655	5.36080241975	5.26990521225	6.0953561218	5.41538476405
ACOT12	3.9264462738	3.8022669774	3.80059556	3.8137962846	3.7514235106	3.7753206215	3.823481254	3.6840161005	4.0592883216	3.859694189
ACOT13	4.9225612228	6.1182770286	5.5278081056	5.791306697	4.7322386751	6.0150496174	6.3816857182	5.3066905618	4.5730946071	5.5213789491
ACOT2	6.5340600659	5.3050036145	5.8314166953	5.9089256164	6.459932691	5.9130560085	6.0503694993	5.7253958501	6.8357289536	5.8990240645
ACOT4	6.3251873869	4.9598186612	5.4120320696	5.497625751	5.6124224191	5.4333686392	5.1186760041	4.7650690368	6.3600784269	5.3286030542
ACOT7	7.6326487463	6.45113122	6.425523797	6.193082383	6.8166392925	6.1701436129	6.2629469816	6.1234718309	6.9710052967	6.2344421852
ACOT8	6.7870704846	6.8587395954	6.9688473334	6.8730410776	7.2247765604	6.6566646149	6.7811740854	6.8906175251	7.7659083734	6.8948334373
ACOT9	6.4879491704	7.8936468543	8.2997561869	8.2190916213	7.0071698961	7.9483900259	8.1520661529	8.4110519831	8.125416931	8.1520661529
ACOX1	6.3602343452	7.1208197576	7.0450297332	7.3965005477	6.4397671508	7.2939967282	7.5743945635	7.5609750667	7.5445730244	7.2805941856
ACOX2	4.7184327659	4.2820262214	4.2177698173	4.2090980194	4.2374856285	4.228450935	4.2636481512	4.0214299882	4.5062961306	4.176584362
ACOX3	6.743951717	6.650963706	6.5677013026	6.6850530278	7.1020952612	6.5804591475	6.7276048565	6.6234775047	6.9759910666	6.7633521984
ACOXL	4.1778749539	4.0126711754	3.7930785707	4.0607805957	4.1472895872	4.0416691164	3.9467584034	3.7636374586	4.1933654126	4.0660949757
ACP1	8.3967655523	8.7972670835	9.0640319633	8.1934404124	8.4314554635	8.3599049296	8.4131150207	8.0764750063	8.0912880324	8.5060743762
ACP2	6.8804335097	7.5216819896	7.7794855651	7.2478396435	6.8555229668	7.319269992	7.5722079436	7.6836466041	7.7084404177	7.522822694
ACP5	5.4108127431	5.7635141056	5.3809949361	5.4693529734	5.0929535162	5.5203864161	5.4251023278	5.7231261083	5.6987931756	5.3185994038
ACP6	5.5295956664	5.9299857755	5.5942319869	5.5553433641	6.2761248843	5.5479238388	5.7107859235	5.5820507582	5.245243608	5.657271019
ACPL2	5.3251248276	5.1851319679	5.2931624236	5.3960408986	5.6853965375	5.4872004721	5.85830219	5.6933764074	5.1638552017	5.8762002932
ACPP	6.6536151129	7.7535641539	7.9410199797	7.9414417877	5.4816627507	7.890443027	7.9425105463	8.0175891955	6.5914713602	7.2744688469
ACPT	7.7346884574	6.096416657	6.0283412127	6.4942825602	6.5522348435	6.2235832983	5.9072911923	5.9669330052	7.0146504007	6.2062443099
ACR	5.9170692853	5.6211010747	5.2836591418	5.477452944	5.477452944	5.2462792202	5.2959148157	5.2256440553	5.8569359374	5.387143887
ACRBP	8.3387691564	8.3741594582	7.9667123278	7.7049397414	6.8804335097	8.2577178015	8.1103569408	7.7143544171	7.5165945366	7.3991328389
ACRC	3.7993783279	4.2708813993	4.0646302213	3.8825712417	4.5158230466	3.8545174853	4.1808540405	4.3269087733	4.2446423002	4.6766715926
ACRV1	3.5987099412	3.3923266094	3.2731586312	3.2255807245	3.1725021223	3.2762657772	3.122701083	3.1988962885	3.045902419	3.1618519796
ACSBG1	5.93246093	5.026776579	5.3037283874	5.0952520944	5.0631546037	5.2565019889	4.7264285801	5.005892816	5.2904348384	4.7446494549
ACSBG2	3.9315124461	3.3325394067	3.4457267332	3.6599122756	3.4774148099	3.6022551708	3.4512160251	3.5286212433	3.7928199139	3.5999322221
ACSF2	5.4828580237	5.7026839917	6.1276210273	5.8793349039	5.5335305052	6.0362729968	5.972160636	5.95260301	5.9323657515	5.9935422503
ACSF3	7.0238479759	6.4733671877	6.4472524933	6.3836650841	7.5602642334	6.3838571949	6.4148603294	6.5191668298	6.8880752383	6.8797154995
ACSL1	7.1060787134	8.499856801	8.2062800503	8.3624532299	6.1714634378	8.8456136482	8.36697515	8.8532288381	7.4411401687	8.3632876254
ACSL3	4.0910373809	5.9149085812	5.7447510694	5.4929876791	4.8000182124	5.76468923	5.7028921719	5.632574778	4.3406614496	5.245243608
ACSL4	4.4501301352	6.8501647128	7.0228343706	6.9391891239	4.6164938144	6.9009049187	6.8498299281	7.319635389	5.4693529734	6.6148756365
ACSL5	6.4450228022	7.7469082678	7.663504539	7.9836625903	7.9539660014	7.9455128164	7.9178905487	7.7927473928	7.8090100821	7.9471489984
ACSL6	4.1787140621	3.8706198104	3.6996954603	3.8538417682	4.207353874	3.9682253683	3.7521076258	3.7232209083	4.0582258304	4.0434746967
ACSM1	4.4202646528	3.9829453372	4.1698867299	4.1527051672	4.1513774041	4.1213461914	4.076244922	4.1050455093	4.2507119383	3.9480542839
ACSM2B	3.788100448	4.98549534705	4.0213221045	5.4387328178	6.59837154035	5.6444589501	4.38364410115	5.75832237435	6.4028783938	4.6242941846
ACSM3	3.5404137802	4.8404589868	4.0981001075	3.8877740402	3.8445948666	4.6668439439	4.3208174803	4.5475895646	3.675742631	3.8354625632
ACSM5	5.1492862991	4.2824975265	4.2904606968	4.6305467797	4.5936995445	4.5556192133	4.2872570559	4.4630084202	4.615378257	4.3611816911
ACSS1	7.1830596774	6.8925145469	7.037345895	7.2805941856	7.9437164301	7.0643124035	7.1413028987	7.2106888193	7.8922379007	7.6796429254
ACSS2	6.235032288	7.2190566881	7.011380402	7.2389439614	6.1276210273	7.2015344038	7.2308725952	7.522822694	7.1294519445	7.0670433133
ACSS3	4.0773642398	3.5934524801	3.5654011041	3.6704640013	3.7274325741	3.6567539511	3.6277251604	3.5870151766	4.0245325663	3.3465419952
ACTA1	8.0805079069	6.7846248781	6.6047403927	6.8702697096	7.2909549317	6.8121495928	6.6970198213	6.5275057609	7.5684926373	6.6414379803
ACTA2	6.295434936	6.2281656555	5.6666784455	6.3192962665	5.7218404965	6.6589053957	6.6399667485	6.5459050084	6.5921630437	5.6816356593
ACTB	11.850047624	10.2615584118	12.454780182	12.219918074	12.286093298	9.6972591834	12.148514141	12.136980781	11.566602004	12.035908882
ACTC1	3.8095307467	3.9372886248	3.9347131426	3.8214119058	3.7800686847	4.2203996241	4.1744751191	3.6857063367	3.8370869492	3.785699953
ACTG1	11.346947933	11.929948637	12.1787122	11.944969946	11.691551837	12.201923877	12.030170922	12.437073558	11.933208974	11.993320843
ACTG2	3.9455975931	3.8293822466	3.7586932047	3.7021726248	3.8538417682	3.4864066617	3.8222593018	3.8272960113	3.8764678967	3.7310019493
ACTL6A	4.5813133535	5.3404936151	5.2721265342	5.0333380179	4.9446450132	5.1580231794	5.6244540233	5.0781966506	4.6884324421	4.9624225024
ACTL6B	6.6569361126	5.8195792846	5.5503023297	5.7090010083	5.8324255736	5.4742360997	5.4896617727	5.3845516099	6.1061016699	5.5829746312
ACTL7A	4.7973983903	4.2109378953	3.7997317731	4.1013422153	4.6482512242	4.2025405937	3.6517159877	3.5469611982	4.5383369996	3.759229994
ACTL7B	8.0887035555	6.1534224691	5.9154035195	6.8817854788	7.2983981403	6.3830435948	5.6628248014	5.9516953679	7.8454789254	6.510113868
ACTL8	5.5121623017	4.4448863313	4.4352311568	4.5694657832	4.7836357238	4.5751437573	4.571021121	4.1949043816	4.9175123922	4.2161716293
ACTL9	7.9839309636	5.7897187772	6.097582105	6.4271126004	6.2227595202	6.1445261066	5.6734455558	5.5554787764	7.3657397727	5.8105758656
ACTN1	10.2103145046	9.981148396	10.616342616	9.5261191906	9.3824314937	10.503843138	10.0778620013	9.9983391568	10.0757536986	9.4201538096
ACTN2	4.171977317	3.7441391285	3.7321343791	3.870179877	3.9053704432	3.6582394237	3.9202473829	3.6503619227	3.948319907	3.7302184268
ACTN3	5.8053117063	5.056620694	5.2856935252	5.1498069115	5.5315944	5.1666340345	4.9171582834	5.1486332422	5.6558832556	5.0484464941
ACTN4	9.6858794988	9.6368841342	9.543399695	9.91999558	9.5025974869	9.74271929	9.8947048314	9.8719982765	10.360589805	10.1628766785
ACTR10	5.7283385653	7.0862354659	7.8571229659	6.7057990512	5.6031193071	7.2796135796	6.9654476094	7.0159849953	6.2172975878	6.7735249317
ACTR1A	8.0046760672	8.0995480367	8.1857889882	8.1503991633	7.5939774687	8.3356218733	8.353780196	8.3190176397	8.6127673422	8.3433025603
ACTR1B	6.6081184168	6.8967165517	6.6787999719	6.7859225821	7.1805750356	6.917553901	6.9390235142	6.8300236605	6.2652860589	6.7990166863
ACTR2	6.4049914174	7.4966450625	7.7361961042	8.0063138161	6.3052654507	7.5153282242	7.6736420461	8.0050012754	6.3642258	7.0054088768
ACTR3	8.2003222322	9.906886791	10.1750359402	9.8357572492	9.1470222061	9.8111310908	9.7774220832	9.6453275402	8.0530310169	9.5193436727
ACTR3B	6.626564308	7.1422774962	6.9146559863	6.2045749881	6.1182770286	6.6992951798	6.5281202219	6.3184391128	6.1314710642	5.8894808216
ACTR3C	3.5104380007	4.082205301	3.8345096104	3.5960467322	3.7956228263	3.5664823484	3.6356718054	4.1114233481	3.4610550136	4.0621273883
ACTR5	5.9862686657	6.2946770715	6.5700311247	6.0582265194	6.4541452219	6.1598231852	6.5621980656	6.3925272174	6.5172293596	6.5587146601
ACTR6	3.0993966983	3.5751870477	3.8354625632	3.4465716793	3.5246190297	3.5345605549	4.006138409	4.0735672671	3.2259465684	3.6939391516
ACTR8	5.232460549	6.5066567535	6.6297213672	6.4478372757	6.2526507222	6.0863312453	6.6432334979	6.5464735798	5.6827442288	6.6688333817
ACTRT1	3.5801437206	3.49337757	3.4024140858	3.4091999061	3.3486490064	3.1988962885	3.3486490064	3.052525693	3.878674729	3.4265613129
ACTRT2	6.646518621	5.4050228148	5.2393626773	5.53079835	5.6782821233	4.9637288313	5.281447725	5.15140418	6.403489565	5.5751622858
ACVR1	6.3023301881	7.6545599101	7.5609750667	6.5386163446	5.9757628163	7.2314350813	7.2403495623	6.7879894016	5.5443619745	6.4797307671
ACVR1B	6.1441345907	6.7958508206	7.1222210767	6.7278209794	5.4526934113	6.5807766728	6.9267386001	7.2147719412	7.3441971058	7.0013666944
ACVR2A	4.7479944861	5.8813979566	5.7112407664	5.4350103714	4.6509990393	5.4882181962	6.08017353	5.4650424562	4.8114518471	5.145316307
ACVR2B	5.6642087027	5.3459035408	4.9240430602	5.1979697213	5.8441431066	5.2122750652	5.0738911507	5.0169745402	5.5972917187	5.2934048482
ACVRL1	7.2796135796	5.9719585919	6.0165728693	6.2408135909	6.2505761008	5.8324255736	6.1698560959	5.7652314337	6.7334312191	5.9777731235
ACY1	7.0536813992	6.4997596487	6.0270186349	6.4976248035	6.4233312562	6.3582183616	6.5107582347	6.1569075075	6.7966687222	6.1993751865
ACY3	6.2127018735	5.3991531223	5.8337670022	5.5415966057	5.7557243586	5.5539986711	5.4973126141	5.4348410813	5.9368332601	5.6891714156
ACYP1	3.5502316951	3.7455132826	3.6240606682	3.4512160251	4.0715657108	3.7221379515	3.9545394212	3.5664823484	3.9942589813	3.9663783722
ACYP2	5.3579295144	5.3495513568	5.1804043369	5.2129735421	4.928429201	5.5626464805	5.72441994	5.3501744098	5.1476765523	5.0328686113
ADA	7.8534885523	7.0831008517	8.2049515688	7.4131881934	8.2371857256	7.2871497446	7.4411401687	6.6670373192	8.0857492951	7.91723738
ADAD1	3.0465825143	2.8796535486	2.9963372976	2.4905808452	3.4346853797	3.0159894443	2.5476584223	2.8614273976	3.1805332577	3.67531004975
ADAD2	7.9575190865	6.2729431631	6.4208797375	6.4624530442	7.2331891209	6.2344421852	5.9387273011	6.1430640428	7.5028267867	6.3930058834
ADAL	3.616947715	4.0002056092	4.250443198	3.6523581358	3.7378694136	4.0773642398	4.2136212065	3.9762493971	3.5367380305	4.0485461252
ADAM10	8.7247504574	9.6184644167	9.9044978972	9.7740816783	8.9652523449	9.7390160979	9.6703407771	9.9687347694	9.2520460902	9.8197060083
ADAM11	6.5906769287	5.5506132332	5.7246721182	5.8662270729	6.1247237761	5.6367032512	5.3679113028	5.651991269	6.4393886835	5.6671104151
ADAM12	4.5207108449	4.524865707	4.5792379733	4.3362315604	4.7363111507	4.4189526757	4.3878636005	4.2922317202	4.424540016	4.1814012108
ADAM15	7.5731676558	7.38254074	7.0787613471	7.444615853	6.902573722	7.2199695529	7.4593399587	7.2555869933	7.3927689902	7.2244555133
ADAM17	5.6732234104	7.6136670209	7.4067847568	7.4477716888	5.8651306345	7.7234348582	7.2601271866	7.4995996589	5.3849221279	6.9939739362
ADAM18	3.0340863847	3.0081681836	2.8418982891	2.9023016092	2.9043019351	2.8956404967	3.0184449042	2.7881031446	2.9462853545	2.8674878629
ADAM19	6.9330367567	7.1600354189	6.4144191721	7.0090382598	7.716098945	6.8259493098	6.8652292183	7.3740679226	7.0426803676	7.4572050893
ADAM20	3.5915824481	3.0844885753	3.5398584475	3.4903020601	3.726206986	3.7350409347	3.2703593742	3.5832436482	3.6394712917	3.479534315
ADAM21	3.1767172762	3.2736611194	3.7605928969	3.3267911624	3.1823806734	3.4973447836	3.3935756415	3.3179868903	3.480666443	3.3333554923
ADAM22	3.1580573712	3.0611618596	2.9146053587	3.0081681836	3.1801718224	2.9808979014	3.0159894443	2.9311062213	3.1195012653	3.1304137454
ADAM23	4.0885540359	3.5404137802	3.596291328	3.640287984	4.2082554382	3.6944956051	3.5453817726	3.547071595	3.7130614812	3.7896825699
ADAM28	5.3302027769	6.3265165301	5.6825019442	5.9578986205	6.6737601145	6.3134331797	5.8676777175	6.0428913805	5.5361622737	6.3405780832
ADAM29	3.1062990488	3.2714560641	3.0517061629	3.027177974	2.8766278484	2.813928314	3.0886858192	2.9634391297	3.1548541836	2.9897065505
ADAM30	3.8658912183	3.2628490872	3.1136570246	3.1954728358	3.2712456737	3.1843409225	3.2885079868	3.1067393714	3.713849456	3.3372619059
ADAM32	3.0878545378	3.5982759493	3.839063591	3.1140571597	2.8731161993	3.3002127293	3.4984959017	3.1374613766	3.0428682447	3.1216965484
ADAM33	7.1070623459	5.9347303296	6.1657507402	6.136513911	6.704681195	5.9117115513	5.8162266711	5.8821230706	6.6675254583	5.9968613929
ADAM3A	2.7854072059	2.6497990567	2.6268799488	2.7590968557	2.7435569881	2.7314405463	2.6775990219	2.6448511903	2.8079288256	2.7984629152
ADAM5P	2.9858714763	3.013769039	2.7984629152	2.922658165	2.8380312303	2.7196664293	2.8268779934	2.721678063	3.1236131166	2.8043539038
ADAM6	6.0766979444	5.1819621343	5.3476526923	5.5031429541	8.5904056513	5.2307004189	5.1323220238	5.0318563384	6.2184546417	7.7851514683
ADAM7	3.5570638075	3.1284311891	3.1178759951	3.1611889299	3.2751209899	3.1546415667	3.2596396115	3.0910559191	3.2489797227	3.2681825513
ADAM8	8.4843948917	7.4673406195	7.246464409	7.6002181518	8.3705545036	7.461372668	7.2097729578	7.8557840837	8.223034235	7.5945551003
ADAM9	8.6995337855	8.037389577	8.2394786863	8.0646703643	8.0185306848	8.1633728728	7.8562739361	7.9061603102	8.4359188025	7.8272672742
ADAMDEC1	3.9728647649	4.168375241	3.7151000309	3.7780735581	3.6907941176	4.0368589268	4.078079598	3.7608786492	3.6992503755	3.8216902479
ADAMTS1	4.8959303814	4.0329660177	3.9730548441	4.1413201974	4.3763431812	3.9533844512	3.6126318271	4.0859599455	4.48488479	4.495090613
ADAMTS10	6.4355186737	5.387143887	5.657271019	5.6652752589	6.7750909339	5.6948980036	5.3424170746	5.3669710487	6.3709817324	6.0407444043
ADAMTS12	4.9797211048	4.2971068678	4.300360986	4.5618787643	4.4936764574	4.3500547173	4.3803437527	4.3425640077	4.7158300953	4.4327859399
ADAMTS13	6.0776102938	5.1196703012	5.1622034281	5.3826693176	5.7196932369	5.3059630952	4.8841522634	5.290554694	5.9804438206	5.1106449379
ADAMTS14	6.4779007311	5.3098140101	5.4513640631	5.5862926774	5.809328231	5.3109951614	4.9554885464	5.2913825586	6.2137293656	5.2708582586
ADAMTS15	5.9684084253	4.8492593031	5.181520606	4.952712403	4.8346137378	4.7349451392	4.612306975	4.789981975	5.4901968074	4.8102058387
ADAMTS16	4.8047522011	4.6416283349	4.3840289826	4.4431242029	4.6020987611	4.4920754484	4.4548085909	4.4932359337	4.5994076487	4.418266706
ADAMTS17	6.4144191721	5.4853760713	5.5935973323	5.7144583143	6.2326125225	5.4195255843	5.2917349792	5.5122974813	5.9775962598	5.6602043377
